race_id,race_slug,url,state_page_url,race_type,election_type,election_date,runoff,race_name,office,officeid,race_rating,seat,seat_name,state_id,state_slug,state_name,state_nyt_abbrev,state_shape,state_aspect_ratio,party_id,uncontested,report,result,result_source,gain,lost_seat,votes,absentee_votes,absentee_counties,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,poll_display,poll_countdown_display,poll_waiting_display,poll_time,poll_time_short,precincts_reporting,precincts_total,reporting_display,reporting_value,eevp,tot_exp_vote,eevp_source,eevp_value,eevp_display,county_data_source,incumbent_party,no_forecast,last_updated,has_incumbent,leader_margin_value,leader_margin_votes,leader_margin_display,leader_margin_name_display,leader_party_id,edison_certified,winnerCalledTimestamp,meta_version,meta_track,meta_timestamp
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,83,2021-09-14,2021-09-15T02:23:42.564Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,84,2021-09-14,2021-09-15T02:25:22.557Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,85,2021-09-14,2021-09-15T02:30:42.648Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,87,2021-09-14,2021-09-15T02:35:42.556Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,88,2021-09-14,2021-09-15T02:37:22.641Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,89,2021-09-14,2021-09-15T02:40:22.648Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,90,2021-09-14,2021-09-15T02:41:03.936Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,91,2021-09-14,2021-09-15T02:41:42.597Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,92,2021-09-14,2021-09-15T02:43:22.631Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,93,2021-09-14,2021-09-15T02:44:02.571Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,94,2021-09-14,2021-09-15T02:45:42.584Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,97,2021-09-14,2021-09-15T02:49:23.255Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,98,2021-09-14,2021-09-15T02:49:42.615Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,99,2021-09-14,2021-09-15T02:50:22.613Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,100,2021-09-14,2021-09-15T02:52:22.704Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,101,2021-09-14,2021-09-15T02:52:43.237Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,102,2021-09-14,2021-09-15T02:53:12.709Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,104,2021-09-14,2021-09-15T02:54:23.325Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-14T16:50:20.280Z,False,,,–,–,,False,,107,2021-09-14,2021-09-15T02:59:27.968Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-15T03:00:01.390Z,False,,,–,–,,False,,108,2021-09-14,2021-09-15T03:00:17.972Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,False,,AP,False,,0,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,0,18422,Polls close at 11 p.m. Eastern time.,11:00 PM,0,,ap,11:00 PM,Polls close at 11 p.m. Eastern time.,ap,democrat,False,2021-09-15T03:00:01.390Z,False,,,–,–,,False,,109,2021-09-14,2021-09-15T03:04:17.961Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,True,,AP,False,,16781,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,119,18422,1% reporting,1%,1,,ap,1%,1% reported,ap,democrat,False,2021-09-15T03:05:03.207Z,False,29.21757,4903.0,R+29,Elder +29,republican,False,,110,2021-09-14,2021-09-15T03:05:18.136Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,True,,AP,False,,16781,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,119,18422,1% reporting,1%,1,,ap,1%,1% reported,ap,democrat,False,2021-09-15T03:05:03.207Z,False,29.21757,4903.0,R+29,Elder +29,republican,False,,112,2021-09-14,2021-09-15T03:05:38.101Z
CA-S-G-recall_choice-2021-09-14,ca-governor-special-general-recall-choice-2021-09-14,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,https://www.nytimes.com/interactive/2021/09/14/us/elections/results-california-recall.html,governor,special-general,2021-09-14,False,Governor Recall Choice,Governor,G,,,Recall Choice,CA,california,California,Calif.,vertical,0.5,,False,True,,AP,False,,16781,0,,,,,,,Polls close at 11 p.m. Eastern time.,Polls close in,Polls have closed.,2021-09-15T03:00:00.000Z,11:00 p.m.,119,18422,1% reporting,1%,1,,ap,1%,1% reported,ap,democrat,False,2021-09-15T03:05:03.207Z,False,29.21757,4903.0,R+29,Elder +29,republican,False,,113,2021-09-14,2021-09-15T03:07:17.979Z
